SMILES,MW,ClogP,ClogS,TPSA,HBA,HBD,Rotatable Bonds
N=C1S[C@@H](CS(C2)(=O)=O)[C@@H]2N1c(cc1)ccc1Br,347.259,2.10267,78.16850000000004,61.230000000000004,4,1,1
CCCN([C@H](CC[C@H]1C2)CN2C(Cc2csc(C(C)=O)c2)=O)C1=O,348.4680000000001,2.3526000000000007,93.12350000000005,57.690000000000005,4,0,5
COc(ccc(Cl)c1)c1N([C@H](CS(C1)(=O)=O)[C@@H]1S1)C1=N,332.834,2.00217,82.03050000000005,70.46000000000001,5,1,2
CC(C)=CCN([C@H](CC[C@H]1C2)CN2C(c2csc(NC)n2)=O)C1=O,348.4720000000001,2.2140000000000004,95.22020000000006,65.53999999999999,5,1,4
CC(N(C[C@H](CC1)C2)C[C@@H]1N2S(c(s1)ccc1Cl)(=O)=O)=O,348.87700000000007,2.0329,81.98680000000004,57.690000000000005,4,0,2
C[C@@H](CO[C@H](C)C1)N1S(N(CCC1)[C@H]1c1cccs1)(=O)=O,330.475,2.239,83.50180000000005,49.85,4,0,3
CC(c(cc1)cc(CN(C(C(N2C3CCCC3)=O)=O)C2=O)c1OC)=O,344.3670000000001,2.1311999999999998,88.04650000000005,83.99000000000001,5,0,5
C[C@H](CC[C@@H](C1)C(N)=O)N1S(c(cc(C)c(F)c1)c1Cl)(=O)=O,348.8270000000001,2.0620199999999995,81.41920000000003,80.47,3,1,3
CC[C@@H](C)CC(Nc1nc(C[C@@H](CC2=O)C(N(C)C)=O)c2s1)=O,337.44500000000005,2.3511000000000006,89.65120000000003,79.37,5,1,5
C[C@H](Cn1nccc1)NC(C(CC1)CCN1C(c1cccs1)=O)=O,346.45599999999996,2.0016999999999996,92.77820000000006,67.23,5,1,5
C[C@@H](C(N1CCC(C)CC1)=O)OC(c1cc(NC(C)=O)ccc1)=O,332.40000000000003,2.4488000000000003,90.60120000000005,75.71000000000001,4,1,4
C[C@H](C(N1CCC(C)CC1)=O)OC(c1cc(NC(C)=O)ccc1)=O,332.40000000000003,2.4488000000000003,90.60120000000005,75.71000000000001,4,1,4
C[C@H](C(OC)=O)NC(N(CC1)CCC1c1nc(cccc2)c2o1)=O,331.372,2.2782999999999998,87.56670000000004,84.66999999999999,5,1,3
CC(C)[C@H](CN(C1)C(c2noc(C(C)C)c2)=O)[C@@H]1NC(N(C)C)=O,336.4360000000001,2.1658,90.83020000000005,78.68,4,1,4
C[C@H](C[C@H]1OC(C(CC2)CCN2C(Nc2ccccc2)=O)=O)OC1=O,346.3830000000001,2.1776999999999997,89.80870000000006,84.94,5,1,3
C[C@@H](C[C@H]1OC(C(CC2)CCN2C(Nc2ccccc2)=O)=O)OC1=O,346.3830000000001,2.1776999999999997,89.80870000000006,84.94,5,1,3
C[C@@H](C[C@@H]1OC(C(CC2)CCN2C(Nc2ccccc2)=O)=O)OC1=O,346.3830000000001,2.1776999999999997,89.80870000000006,84.94,5,1,3
C[C@H](C[C@@H]1OC(C(CC2)CCN2C(Nc2ccccc2)=O)=O)OC1=O,346.3830000000001,2.1776999999999997,89.80870000000006,84.94,5,1,3
CC[C@H](C(Nc(cc1)cc(C(N(C)C)=O)c1OC)=O)n1nccc1,330.388,2.1833,91.19620000000003,76.46000000000001,5,1,6
C[C@@H]([C@H]([C@@H]1C(OC)=O)C(C)(C)OC1=O)C(c(cc1)ccc1OC)=O,334.36800000000005,2.2548000000000004,85.65550000000005,78.9,6,0,5
C[C@H]([C@H]([C@@H]1C(OC)=O)C(C)(C)OC1=O)C(c(cc1)ccc1OC)=O,334.36800000000005,2.2548000000000004,85.65550000000005,78.9,6,0,5
CC[C@@H](C(Nc(cc1)cc(C(N(C)C)=O)c1OC)=O)n1nccc1,330.388,2.1833,91.19620000000003,76.46000000000001,5,1,6
CC(C)(C)NS(c(cc(cc1)C(O)=O)c1Br)(=O)=O,336.20700000000005,2.2241,71.17580000000002,83.47,3,2,3
CC(C)(C)OC(N(CC1)CCN1C(c(cccc1)c1C(O)=O)=O)=O,334.3720000000001,2.0776999999999997,87.11180000000004,87.15,4,1,2
CC(C)Oc1c([C@H](C2)n3ncnc3N=C2C(O)=O)cccc1OC,330.34400000000005,2.2241,86.26680000000003,98.83,7,1,5
CC(c(cc1OCOc1c1)c1NC([C@@H](CC=CC1)[C@@H]1C(O)=O)=O)=O,331.32400000000007,2.2234,84.18900000000005,101.92999999999998,5,2,4
CC(c(cc1OCOc1c1)c1NC([C@@H](CC=CC1)[C@H]1C(O)=O)=O)=O,331.32400000000007,2.2234,84.18900000000005,101.92999999999998,5,2,4
CC(c(cc1OCOc1c1)c1NC([C@H](CC=CC1)[C@@H]1C(O)=O)=O)=O,331.32400000000007,2.2234,84.18900000000005,101.92999999999998,5,2,4
CC(c(cc1OCOc1c1)c1NC([C@H](CC=CC1)[C@H]1C(O)=O)=O)=O,331.32400000000007,2.2234,84.18900000000005,101.92999999999998,5,2,4
CCC[C@@H](C(O)=O)NC(c1cc(c(OC)cc(OC)c2)c2n1C)=O,334.37200000000007,2.1785999999999994,89.82100000000007,89.78999999999999,5,2,7
CCN(C(C([C@H](c1c(CC2)cccc1)N2C(C)=O)=C(N1)O)=O)C1=S,345.42400000000004,2.12539,92.60150000000002,78.33000000000001,5,2,2
CCOC(C1=CNN(C(CC2)CCN2C(c2cscc2)=O)C1=N)=O,348.428,2.01117,89.08740000000004,91.18,6,2,4
CCOCCN(c(ncc(C(O)=O)c1)c1N1CCC=C(C)C)C1=O,333.3880000000001,2.2890000000000006,91.49330000000005,86.35,6,1,8
CCOc(cc1)c(C)cc1C(CCC(N(CCC1)[C@@H]1C(O)=O)=O)=O,333.384,2.43222,88.28330000000004,83.91,4,1,7
CCOc(ccc(C(N1[C@@H](CC(O)=O)COCC1)=O)c1)c1Cl,327.764,2.0544,80.51730000000003,76.07,4,1,5
CCOc(ccc(C(N1[C@H](CC(O)=O)COCC1)=O)c1)c1Cl,327.764,2.0544,80.51730000000003,76.07,4,1,5
CN(C=C(C=C1)C(N(CCC2)C[C@@H]2c(cc2)ccc2C(O)=O)=O)C1=O,340.3790000000001,2.1033,92.96280000000007,79.61,4,1,3
CN(C=C(C=C1)C(N(CCC2)C[C@H]2c(cc2)ccc2C(O)=O)=O)C1=O,340.3790000000001,2.1033,92.96280000000007,79.61,4,1,3
CN(C=C(C=C1)C(N(CCC2)C[C@H]2c2cc(C(O)=O)ccc2)=O)C1=O,340.3790000000001,2.1033,92.96280000000006,79.61,4,1,3
COC(CCC(Nc(ccc(Br)c1)c1C(O)=O)=O)=O,330.13400000000007,2.039,70.98100000000002,92.69999999999999,4,2,5
COc1cc(OC)c(/C=C(/C(N2CCC(O)=O)=O)\SC2=O)cc1,337.353,2.2148000000000003,84.47580000000002,93.14000000000001,6,1,6
COc1ccc([C@@H](C2)n3nc(C(F)(F)F)nc3N=C2C(O)=O)cc1,340.261,2.4557,75.5048,89.6,6,1,3
COc1ccc([C@H](C2)n3nc(C(F)(F)F)nc3N=C2C(O)=O)cc1,340.261,2.4557,75.5048,89.6,6,1,3
CS(c(cc1)ccc1NC(CC1(CCCC1)C(O)=O)=O)(=O)=O,325.38599999999997,2.0637,81.33530000000005,100.53999999999999,4,2,5
CSCCC(N(CC1)CCC1(C(O)=O)Oc(cccc1)c1F)=O,341.404,2.4034000000000004,86.20780000000005,66.84,4,1,6
C[C@@H](C(N(C1(C)C)c(cccc2)c2NC1=O)=O)S[C@H](C)C(O)=O,336.41300000000007,2.3451,90.78750000000005,86.71000000000001,4,2,4
C[C@@](CC[C@@H]([C@@H]1CC(O)=O)c(cc2)ccc2OC)(C(OC)=O)C1=O,334.3680000000001,2.4119,85.84180000000005,89.9,5,1,5
C[C@H](C(N(C1(C)C)c(cccc2)c2NC1=O)=O)S[C@@H](C)C(O)=O,336.41300000000007,2.3451,90.78750000000005,86.71000000000001,4,2,4
C[C@H](C(N(C1(C)C)c(cccc2)c2NC1=O)=O)S[C@H](C)C(O)=O,336.41300000000007,2.3451,90.78750000000005,86.71000000000001,4,2,4
C[NH+](C)[C@@H]1[C@H](CCC(O)=O)CN(Cc2cccc(C(O)=O)c2)CC1,335.4240000000001,0.5846000000000016,90.25380000000007,82.28,3,3,7
Cc(c(NC(CC(N(CCC1)C[C@@H]1C(O)=O)=O)=O)ccc1)c1Cl,338.79099999999994,2.3002200000000004,86.37550000000003,86.71000000000001,3,2,4
Cc(c(NC(CC(N(CCC1)C[C@H]1C(O)=O)=O)=O)ccc1)c1Cl,338.79099999999994,2.3002200000000004,86.37550000000003,86.71000000000001,3,2,4
Cc(c(S(C)(=O)=O)c1)cc(N(CC2)CCC2C(O)=O)c1Cl,331.821,2.35292,81.87160000000004,74.68,4,1,3
Cc1c(C(N(CC2)CCC2(C(O)=O)Oc2ccccc2)=O)nco1,330.3400000000001,2.12142,83.81430000000005,92.87,5,1,4
Cc1c(C(N(CCC2)C[C@@H]2C(O)=O)=O)sc(-c2cnccc2)n1,331.39700000000005,2.4503200000000005,86.34530000000004,83.39,5,1,3
Cc1c(C(N(CCC2)C[C@@H]2c2ccnn2CC(O)=O)=O)sc(C)n1,348.4280000000001,2.06084,89.32930000000005,88.32000000000001,6,1,4
Cc1c(C(N(CCC2)C[C@H]2C(O)=O)=O)sc(-c2ncccc2)n1,331.39700000000005,2.4503200000000005,86.34530000000004,83.39,5,1,3
Cc1c(C(N(CCC2)C[C@H]2c2ccnn2CC(O)=O)=O)sc(C)n1,348.4280000000001,2.06084,89.32930000000005,88.32000000000001,6,1,4
Cc1cn(C(CC2)(CCN2C(/C=C/c2ccccc2)=O)C(O)=O)nc1,339.3950000000001,2.30722,93.86380000000005,75.43,4,1,4
Cc1nccn1C(CC1)(CCN1C(/C=C/c1ccccc1)=O)C(O)=O,339.3950000000001,2.30722,93.86380000000005,75.43,4,1,4
OC(C(CC1)(CCN1C(c1cc(cccc2)c2o1)=O)n1nccc1)=O,339.35100000000006,2.3453999999999997,89.18830000000004,88.57,5,1,3
OC(C(CC1)CCN1C(Cc1csc(-c2cnccc2)n1)=O)=O,331.39700000000005,2.0707999999999993,85.98880000000004,83.38999999999999,5,1,4
OC(C(CC1)CCN1C(Cc1csc(-c2ncccc2)n1)=O)=O,331.39700000000005,2.0707999999999993,85.98880000000004,83.38999999999999,5,1,4
OC(CCCn1ncc(NC(c(o2)ccc2Br)=O)c1)=O,342.14900000000006,2.3557000000000006,73.45800000000001,97.35999999999999,5,2,6
OC([C@@H](CC=CC1)[C@@H]1C(Nc(cc1)ncc1Br)=O)=O,325.16200000000003,2.4496,73.55650000000001,79.28999999999999,3,2,3
OC([C@@H](CCC1)CN1C(CC(Nc(cc1)cc(Cl)c1F)=O)=O)=O,342.75400000000013,2.1308999999999996,81.59650000000003,86.71000000000001,3,2,4
OC([C@H](CCC1)CN1C(CC(Nc(cc1)cc(Cl)c1F)=O)=O)=O,342.75400000000013,2.1308999999999996,81.59650000000003,86.71000000000001,3,2,4
OC([C@H](Cc1cccc(Br)c1)[C@@H](CC1)CS1(=O)=O)=O,347.2300000000001,2.1271000000000004,75.73260000000003,71.44,3,1,4
OC([C@H](Cc1cccc(Br)c1)[C@H](CC1)CS1(=O)=O)=O,347.2300000000001,2.1271000000000004,75.73260000000003,71.44,3,1,4
OC([C@H](CCC1=CC=C2NC(OCc3ccccc3)=O)N1C2=O)=O,328.32400000000007,2.1689,85.94550000000005,97.63,5,2,4
C[C@@H](C(O)=O)NS(c(cc1)cc(C(F)(F)F)c1Cl)(=O)=O,331.69900000000007,2.1102,63.873300000000015,83.47,3,2,4
Cc1cccc(-n2ncc3c2N=C2SC[C@@H](CC(O)=O)N2C3=O)c1,342.38000000000005,2.0121199999999995,89.87580000000004,90.00999999999999,7,1,3
Cc1cccc(-n2ncc3c2N=C2SC[C@H](CC(O)=O)N2C3=O)c1,342.38000000000005,2.0121199999999995,89.87580000000004,90.00999999999999,7,1,3
COc(ccc(SCCC(N(CCC1)[C@@H]1C(O)=O)=O)c1)c1OC,339.41300000000007,2.2615999999999996,87.25780000000006,76.07000000000001,5,1,7
Cc1nn(C)c(C(N2C[C@H](Cc3cccc(C(O)=O)c3)CC2)=O)c1,327.3840000000001,2.13152,89.06080000000004,75.43,4,1,4
Cc1nn(C)c(C(N2C[C@@H](Cc3cccc(C(O)=O)c3)CC2)=O)c1,327.3840000000001,2.13152,89.06080000000004,75.43,4,1,4
CC(C)(C)OC(C(CC1)(CCN1C(OC(C)(C)C)=O)C(O)=O)=O,329.39300000000003,2.4299999999999997,82.95480000000006,93.13999999999999,5,1,2
CC[C@@H](C(N(CC1)CCC1(C(O)=O)n1ncc(C)c1)=O)n1cccc1,344.4150000000001,2.046619999999999,92.14780000000005,80.36000000000001,5,1,5
COc(ccc(/C=C/C(O)=O)c1)c1S(N1CCCCCC1)(=O)=O,339.4130000000002,2.3577000000000004,86.89060000000005,83.91,4,1,5
OC([C@@H]1N[C@H](c2cccc(I)c2)SC1)=O,335.16600000000005,2.0794,68.91750000000002,49.33,3,2,2
OC([C@@H](CS[C@]1(CC2)c(cc3)ccc3Br)N1C2=O)=O,342.21400000000006,2.4243000000000006,75.78180000000003,57.61,3,1,2
Cc1[nH+]ccn1C(CC1)(CCN1C(/C=C/c1ccccc1)=O)C(O)=O,340.4030000000001,1.7263200000000003,92.62450000000005,76.68,3,1,4
CC(C)(C)n1ncc(NS(c2cc(C(O)=O)c(C)cc2)(=O)=O)c1,337.40100000000007,2.44552,86.16980000000004,101.28999999999999,5,2,4
CCN(C(C([C@@H](c1c(CC2)cccc1)N2C(C)=O)=C(N1)O)=O)C1=S,345.42400000000004,2.12539,92.60150000000002,78.33000000000001,5,2,2
C[C@H](C1)O[C@H](C)CN1C(NC(c1cc(Cl)nc(Cl)c1)=O)=N,331.203,2.16217,81.03190000000002,78.31,4,2,1
CCOC(c(c1c2)c(C[NH3+])n(C)c1cc(Br)c2O)=O,328.18600000000004,1.565,74.83240000000002,79.1,4,2,3
C[NH+](C)[C@@H]1[C@H](CCC(O)=O)C[N@@H+](Cc2cccc(C(O)=O)c2)CC1,336.43200000000013,-0.8324999999999951,89.37750000000005,83.47999999999999,2,4,7
CC([C@@H]([C@H](c(cc1)ccc1O)N1)C(OCC(F)(F)F)=O)=NC1=O,330.26200000000006,2.3391,72.9925,87.98999999999998,4,2,3
CC([C@@H]([C@@H](c(cc1)ccc1O)N1)C(OCC(F)(F)F)=O)=NC1=O,330.26200000000006,2.3391,72.9925,87.98999999999998,4,2,3
CC([C@@H]([C@H](c1cc(O)ccc1)N1)C(OCC(F)(F)F)=O)=NC1=O,330.26200000000006,2.3391,72.9925,87.98999999999998,4,2,3
CC([C@@H]([C@@H](c1cc(O)ccc1)N1)C(OCC(F)(F)F)=O)=NC1=O,330.26200000000006,2.3391,72.9925,87.98999999999998,4,2,3
CC(C)C(N(CCC1)C[C@@H]1/[NH+]=C1/N(C)c(ccc(C(O)=O)c2)c2N1)=O,345.4230000000001,-0.16709999999999708,92.76670000000004,92.30000000000001,3,3,3
CC(C)C(N(CCC1)C[C@H]1/[NH+]=C1/N(C)c(ccc(C(O)=O)c2)c2N1)=O,345.4230000000001,-0.16709999999999708,92.76670000000004,92.30000000000001,3,3,3
CN(C(C[C@@H]1[N@H+](CC2)CC[C@@H]2c2nc(cccc3)c3s2)=O)C1=O,330.43300000000005,0.8159000000000005,88.47370000000005,54.71,4,1,2
CC(C)n1c(CN(C)C([C@H](c2cc(C)ccc2)[NH+](C)C)=O)nnc1,330.4560000000001,1.0116200000000009,93.61170000000006,55.46,4,1,6
CN(C1CCSCC1)C([C@@H](c(cc1)cc2c1OCO2)[NH+](C)C)=O,337.46500000000015,0.9548999999999996,91.23370000000007,43.21000000000001,4,1,4
C[C@@H](CCCC1)[N@@H+]1[C@H](CC(N1c2cc(OC)cc(OC)c2)=O)C1=O,333.40800000000013,0.7929999999999999,89.58670000000006,60.28,4,1,4
CC[NH+](CC1)CCN1C([C@H](C(C)C)NC([C@H]1CC[C@@H](C)CC1)=O)=O,338.51600000000013,0.7005000000000023,95.70840000000007,53.85,2,2,5
CC[NH+](CC1)CCN1C([C@@H](C(C)C)NC([C@H]1CC[C@@H](C)CC1)=O)=O,338.51600000000013,0.7005000000000023,95.70840000000007,53.85,2,2,5
C[NH+](C)Cc1cccc(C(N(CC2)CCN2C2CCSCC2)=O)c1,348.53600000000006,0.9845000000000013,100.78020000000006,27.990000000000002,3,1,4
COc(ccc(-c1nn(CCC(O)=O)cc1/C=C\C(O)=O)c1)c1OC,346.3390000000001,2.1398,89.68960000000004,110.88000000000001,6,2,8
COc(ccc(-c1nn(CCC(O)=O)cc1/C=C/C(O)=O)c1)c1OC,346.3390000000001,2.1398,89.68960000000004,110.88000000000001,6,2,8
OC(CCCC(Nc(ccc(Br)c1)c1C(O)=O)=O)=O,330.13400000000007,2.3407,71.21780000000003,103.69999999999999,3,3,6
CC(C)Oc(ccc([C@@H](C1)n2ncnc2N=C1C(O)=O)c1)c1OC,330.34400000000005,2.2241,86.26680000000003,98.83,7,1,5
CC(C)[C@H](CN(C1)C(CCc(cc2)cc3c2OCO3)=O)[C@@H]1C(O)=O,333.38400000000007,2.1630999999999996,86.91980000000005,76.07,4,1,5
CCN(CC)S(c(cc1)cc(C(O)=O)c1N1CCCC1)(=O)=O,326.4180000000002,2.0155,84.95510000000006,77.92,4,1,6
CCC[C@H](CN(C1)C(C2=CC=C(C(C)C)N(C)C2=O)=O)[C@@H]1C(O)=O,334.4160000000001,2.0816,91.19930000000005,79.61000000000001,4,1,5
CCCN(CCC)c(c(C(O)=O)c1)ncc1NS(CC)(=O)=O,329.42200000000014,2.1677999999999997,87.07480000000005,99.6,5,2,9
CCCCN(CC)c(c(C(O)=O)c1)ncc1NS(CC)(=O)=O,329.42200000000014,2.1677999999999997,87.07480000000005,99.6,5,2,9
CCC[C@H](CN(C1)C(Cc2cnc3n2cccc3C)=O)[C@@H]1C(O)=O,329.4000000000001,2.14452,89.73680000000004,74.91,4,1,5
CCCc1nc(C(N(C[C@H]2C(O)=O)C[C@H]2c2ccncc2)=O)cs1,345.42400000000004,2.431000000000001,90.11630000000004,83.38999999999999,5,1,5
CCn1ncc(C(N(C[C@H]2C(O)=O)C[C@H]2c2c(C)cccc2)=O)c1,327.384,2.15182,88.85030000000005,75.43,4,1,4
COc1cccc([C@H](CN(C2)C(c3cnccc3)=O)[C@@H]2C(O)=O)c1,326.35200000000003,2.0305999999999997,87.00130000000004,79.72999999999999,4,1,4
CCC[C@H](C(O)=O)NC(c1cc(c(OC)cc(OC)c2)c2n1C)=O,334.37200000000007,2.1785999999999994,89.82100000000007,89.78999999999999,5,2,7
CC(C)=CC[C@@](CCC1)(CN1C(C1=CC=CN(C)C1=O)=O)C(O)=O,332.4000000000001,2.0486,90.93730000000005,79.61000000000001,4,1,4
CC(C)=CC[C@](CCC1)(CN1C(C1=CC=CN(C)C1=O)=O)C(O)=O,332.4000000000001,2.0486,90.93730000000005,79.61000000000001,4,1,4
COc1cccc([C@H](CN(C2)C(c3ccns3)=O)[C@@H]2C(O)=O)c1,332.38100000000003,2.0921,84.87830000000004,79.72999999999999,5,1,4
CN(C=C(C=C1)C(N(CCC2)C[C@@H]2c2cc(C(O)=O)ccc2)=O)C1=O,340.3790000000001,2.1033,92.96280000000006,79.61,4,1,3
C[C@H](C1)O[C@@H](C)CN1[C@@H](c1ccco1)c(sc1ncnn11)c1O,334.401,2.2880000000000007,84.66180000000004,76.03,8,1,3
C[C@H](C1)O[C@H](C)CN1[C@@H](c1ccco1)c(sc1ncnn11)c1O,334.401,2.2880000000000007,84.66180000000004,76.03,8,1,3
COc1c([C@H](CN(C2)C(c3ccncc3)=O)[C@@H]2C(O)=O)cccc1,326.35200000000003,2.0306,87.00130000000004,79.72999999999999,4,1,4
Cc1c(C(N(C[C@H]2C(O)=O)C[C@H]2c2cc(OC)ccc2)=O)oc(C)n1,344.3670000000001,2.2404400000000004,88.74130000000005,92.87,5,1,4
C[C@H](C1)O[C@H](C)CN1[C@H](c1ccco1)c(sc1ncnn11)c1O,334.401,2.2880000000000007,84.66180000000004,76.03,8,1,3
C[C@H](C1)O[C@@H](C)CN1[C@H](c1ccco1)c(sc1ncnn11)c1O,334.401,2.2880000000000007,84.66180000000004,76.03,8,1,3
CC(N1[C@H](c(cc2)ccc2Br)SC[C@@H]1C(O)=O)=O,330.20300000000003,2.4962,73.28480000000003,57.61,3,1,2
CC(N1[C@@H](c(cc2)ccc2Br)SC[C@@H]1C(O)=O)=O,330.20300000000003,2.4962,73.28480000000003,57.61,3,1,2
